EMPLOYER	JOB TITLE	BASE SALARY	LOCATION	SUBMIT DATE	START DATE
BROADRANGE TECHNOLOGIES INC	QA TESTER	78,000	AVENEL, NJ	08/22/2023	08/31/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	79,000	COLUMBUS, OH	03/31/2023	04/03/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	79,000	COLUMBUS, OH	02/14/2023	02/20/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	79,500	MINNETONKA, MN	06/20/2023	06/21/2023
BARCLAYS SERVICES CORP	QA TESTER	80,000	WHIPPANY, NJ	09/21/2023	10/01/2023
SELSOFT INC	QA TESTER	80,000	TAMPA, FL	09/19/2023	09/19/2023
V-SOFT CONSULTING GROUP INC	QA TESTER	80,000	PLYMOUTH, MN	03/09/2023	03/20/2023
SYMBIOUN TECHNOLOGIES INC	QA TESTER	80,059	MARIETTA, GA	05/12/2023	10/01/2023
REMOTE TIGER INC	QA TESTER	80,059	BROOKHAVEN, GA	06/09/2023	06/16/2023
SELSOFT INC	QA TESTER	81,328	DALLAS, TX	09/22/2023	09/22/2023
EVEREST CONSULTING GROUP INC	QA TESTER	83,928	SOUTH SEATTLE, WA	04/24/2023	04/24/2023
EVEREST CONSULTING GROUP INC	QA TESTER	83,928	SEATTLE, WA	05/01/2023	05/01/2023
EVEREST CONSULTING GROUP INC	QA TESTER	83,928	SEATTLE, WA	05/01/2023	05/01/2023
EVEREST CONSULTING GROUP INC	QA TESTER	83,928	SEATTLE, WA	06/09/2023	06/09/2023
EVEREST CONSULTING GROUP INC	QA TESTER	83,928	SEATTLE, WA	06/23/2023	06/23/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	84,000	CHARLOTTE, NC	05/03/2023	05/08/2023
MYTHRI CONSULTING LLC	QA TESTER	84,240	NASHVILLE, TN	09/12/2023	09/18/2023
MYTHRI CONSULTING LLC	QA TESTER	84,240	NEWARK, CA	09/12/2023	09/18/2023
INFOWAVE SYSTEMS INC	QA TESTER	85,000	RANCHO CUCAMONGA, CA	09/18/2023	10/01/2023
SANCTITYINTERNATIONAL LLC	QA TESTER	86,614	RESTON, VA	06/02/2023	10/01/2023
CLOUD DATA SYSTEMS INC	QA TESTER	88,000	ALPHARETTA, GA	04/04/2023	10/01/2023
CYBERENDER LLC	QA TESTER	89,939	PINELLAS PARK, FL	09/15/2023	10/01/2023
ORABASE SOLUTIONS LLC	QA TESTER	90,000	EL SEGUNDO, CA	05/19/2023	05/30/2023
ORABASE SOLUTIONS LLC	QA TESTER	90,000	CERRITOS, CA	05/24/2023	06/01/2023
CONQUEST TECH SOLUTIONS INC	QA TESTER	90,000	HOUSTON, TX	06/06/2023	10/01/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	92,270	BETHESDA, MD	02/17/2023	06/17/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	92,270	BETHESDA, MD	02/17/2023	02/17/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	97,250	BRENTWOOD, TN	04/28/2023	05/05/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	97,250	WESTLAKE, TX	02/10/2023	02/16/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	97,250	ERIE, PA	02/17/2023	06/14/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	97,250	WESTLAKE, TX	03/16/2023	03/21/2023
EVEREST CONSULTING GROUP INC	QA TESTER	97,365	TUMWATER, WA	06/23/2023	08/31/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	98,000	PLANO, TX	06/27/2023	07/03/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	98,000	RESTON, VA	06/06/2023	06/07/2023
PRISM IT CORP	QA TESTER	98,780	TORRANCE, CA	03/28/2023	03/29/2023
TALENTNINE SOLUTIONS LLC	QA TESTER	99,549	BERKELEY HEIGHTS, NJ	09/14/2023	09/25/2023
CELESDATA INC	QA TESTER	100,000	CAMDEN, NJ	04/13/2023	04/27/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	100,000	DALLAS, TX	07/20/2023	07/24/2023
EVEREST CONSULTING GROUP INC	QA TESTER	102,835	PLEASANTON, CA	01/04/2023	01/04/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	105,000	JERSEY CITY, NJ	03/08/2023	03/13/2023
EVEREST CONSULTING GROUP INC	QA TESTER	107,037	SEATTLE, WA	05/01/2023	05/01/2023
IRIS SOFTWARE INC	QA TESTER	110,000	NEW YORK, NY	04/14/2023	10/01/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	118,750	WEST LAKE HILLS, TX	02/20/2023	02/27/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	119,000	DURHAM, NC	06/22/2023	06/26/2023
TECHBRIDGE CONSULTING LLC	QA TESTER	130,000	MOUNTAIN VIEW WAY, CA	07/14/2023	07/14/2023
TECHBRIDGE CONSULTING LLC	QA TESTER	130,000	MOUNTAIN VIEW, CA	07/17/2023	07/17/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	150,000	PLEASANTON, CA	08/03/2023	08/04/2023
NETLOGIC SOLUTIONS INC	QA TESTER  TESTER	127,000	PORTLAND, OR	07/25/2023	08/01/2023
INFOGRAVITY LLC	QA TESTER II	64,397	FLOWOOD, MS	05/25/2023	06/01/2023
BLUE CROSS & BLUE SHIELD OF MISSISSIPPI	QA TESTER II, APPLICATIONS PERFORMANCE	105,000	FLOWOOD, MS	02/28/2023	03/10/2023
BLUE CROSS & BLUE SHIELD OF MISSISSIPPI	QA TESTER II, APPLICATIONS PERFORMANCE	110,000	FLOWOOD, MS	06/09/2023	06/26/2023
EMC CONSULTING GROUP INC	QA TESTER MAINFRAME	74,381	IRVING, TX	05/22/2023	05/22/2023
TEK LABS INC	QA TESTER QA ENGINEER AND LEAD	141,107	MOUNTAIN VIEW, CA	08/18/2023	08/28/2023
ACADIA TECHNOLOGIES INC	QA TESTING ANALYST	79,038	OVERLAND PARK,, KS	04/04/2023	10/01/2023
FOCUS CORE INC	QA TESTING ANALYST	82,202	HOFFMAN ESTATES, IL	09/07/2023	10/01/2023
THE HUNTINGTON NATIONAL BANK	QA TESTING ANALYST LEAD	95,000	RICHMOND, VA	04/19/2023	05/01/2023
THE HUNTINGTON NATIONAL BANK	QA TESTING ANALYST SENIOR	105,000	COLUMBUS, OH	04/28/2023	10/27/2023
RYZLINK CORP	QA TESTING ENGINEER	60,819	SEATTLE, WA	03/08/2023	03/08/2023
SKILLFUL TECHNOLOGIES INC	QA TESTING ENGINEER	87,000	BENTONVILLE, AR	05/31/2023	10/01/2023
KELITH GROUP INC	QA TRAINING COORDINATOR	90,854	BOSTON, MA	09/03/2023	09/12/2023
KELITH GROUP	QA TRAINING COORDINATOR	90,854	BOSTON, MA	08/29/2023	09/12/2023
AB TECHNOLOGIES INC	QA UAT TESTER	86,000	DULUTH, GA	08/01/2023	10/01/2023
ASCENDION INC (FORMERLY KNOWN AS COLLABERA INC)	QA UAT TESTER	97,300	DALLAS, TX	09/11/2023	10/09/2023
ASRC FEDERAL HIGHLAND TECHNOLOGIES	QA UI AUTOMATION TEST ENGINEER	116,021	COMMERCE CITY, CO	02/01/2023	02/13/2023
BABATEK INC	QA VALIDATION ANALYST	97,053	NORTH BRUNSWICK, NJ	05/25/2023	10/01/2023
NATUS MEDICAL INCORPORATED	QA VALIDATION ANALYST	127,000	ORLANDO, FL	03/10/2023	08/15/2023
SCIEGEN PHARMACEUTICALS INC	QA VALIDATION ENGINEER	79,000	HAUPPAUGE, NY	03/21/2023	09/15/2023
CLOUDINFO INC	QA VALIDATION ENGINEER	92,000	DEERFIELD, IL	03/02/2023	03/07/2023
WHITE COLLAR TECHNOLOGIES INC	QA VALIDATION ENGINEER	93,808	BOSTON, MA	03/10/2023	06/08/2023
TRIGINT SOLUTIONS LLC	QA VALIDATION ENGINEER	95,014	CLIFTON, VA	06/10/2023	10/01/2023
UNITED PHARMA TECHNOLOGIES INC	QA VALIDATION SPECIALIST	108,000	GREENVILLE, NC	02/22/2023	03/06/2023
UNITED PHARMA TECHNOLOGIES INC	QA VALIDATION SPECIALIST	116,000	GREENVILLE, NC	02/22/2023	03/06/2023
BUSINESS ENTERPRIZE INC	QA VALIDATION SPECIALIST	93,600	LA VERNE, CA	04/05/2023	04/14/2023
NEW YORK GLOBAL CONSULTANTS INC	QA VALIDATION SPECIALIST II	112,320	SWIFTWATER, PA	01/05/2023	03/04/2023
DIGITAL DATUM INC	QA â ENGINEER	97,100	WHIPPANY, NJ	06/15/2023	10/01/2023
STAFFBEE SOLUTIONS INC	QA- AUTOMATION TESTER	73,570	NEW MARKET, MD	09/15/2023	10/01/2023
AUTOCAR LLC	QAD TEAM LEAD	105,310	CENTER POINT, AL	01/13/2023	01/27/2023
APOLLO MANAGEMENT HOLDINGS LP	QAE LEAD, DIRECTOR	200,000	NEW YORK, NY	08/25/2023	08/28/2023
BOWMAN CONSULTING GROUP LTD	QAS QC SURVEY TECH II	59,873	SAFFORD, AZ	06/12/2023	10/01/2023
BPK TECH INC	QAUALITY ASSURANCE ANALYST	80,000	ROSEMOUNT, MN	03/09/2023	08/18/2023
TOLMAR INC	QAV CSV ENGINEER III	114,400	WINDSOR, CO	09/15/2023	02/01/2024
VASTEK INC	QAV ENGINEER	94,000	NORWOOD, MA	01/11/2023	01/20/2023
INTELLECTT INC	QAV ENGINEER	128,000	NORWOOD, MA	06/20/2023	06/28/2023
DPS GROUP INC	QAV ENGINEER	82,000	FRAMINGHAM, MA	04/21/2023	10/01/2023
ASIAN WOMEN'S SHELTER	QAWTS PROGRAM COORDINATOR AND K-PEACE ADVOCATE	57,845	SAN FRANCISCO, CA	08/23/2023	09/21/2023
